# ~~~~~~~~~~~~~~~~~~~~ Project 2DFX Extended start ~~~~~~~~~~~~~~~~~~~~
%man_build04
255 000 000 255 3.2 10.0 2.0 1.20 00 0 0
255 000 000 255 3.2 -10.0 2.0 1.20 00 0 0
255 000 000 255 -27.2 -10.0 2.0 1.20 00 0 0
255 000 000 255 -27.2 10.0 2.0 1.20 00 0 0
%lhcoastsky2
255 000 000 255 -44.0 30.0 62.0 1.20 00 0 0
255 000 000 255 44.0 19.0 62.0 1.20 00 0 0
255 000 000 255 44.0 -30.0 62.0 1.20 00 0 0
%doontoon23
255 000 000 255 -42.8 32.4 92.2 1.20 00 0 0
255 000 000 255 -43.0 -39.6 92.2 1.20 00 0 0
255 000 000 255 13.7 -39.8 92.2 1.20 00 0 0
255 000 000 255 32.1 12.4 92.2 1.20 00 0 0
# лестница у стадиона
%dt_stadium_entrance
255 255 255 255 50.85000 -102.97000 -5.82974 0.75 00 0 1
255 255 255 255 30.04000 -102.95 -5.82974 0.75 00 0 1
255 255 255 255 2.70000 -109.93 -5.82974 0.75 00 0 1
255 255 255 255 -8.08000 -126.01 -5.82974 0.75 00 0 1
255 255 255 255 -32.91000 -126.06 -5.82974 0.75 00 0 1
255 255 255 255 -61.14000 -125.99 -5.82974 0.75 00 0 1
255 255 255 255 -106.57000 -164.08 -5.82974 0.75 00 0 1
255 255 255 255 -161.75000 -184.12 -5.82974 0.75 00 0 1
255 255 255 255 -217.63000 -184.14 -5.82974 0.75 00 0 1
255 255 255 255 -217.85000 -200.41 -5.82974 0.75 00 0 1
255 255 255 255 -293.56000 -200.42 -5.82974 0.75 00 0 1
255 255 255 255 -339.10000 -200.38 -5.82974 0.75 00 0 1
255 255 255 255 -394.72000 -164.35 -5.82974 0.75 00 0 1
255 255 255 255 -439.75000 -126.67 -5.82974 0.75 00 0 1
255 255 255 255 -489.11000 -123.95 -5.82974 0.75 00 0 1
255 255 255 255 -508.65000 -89.26 -5.82974 0.75 00 0 1
255 255 255 255 -508.65000 -57.88 -5.82974 0.75 00 0 1
%LOD_hotel05
255 000 000 255 -79.631 1.366 90.321 1.20 00 0 0
255 000 000 255 -69.06 -21.973 90.321 1.20 00 0 0
255 000 000 255 -11.111 26.673 90.321 1.20 00 0 0
255 000 000 255 15.737 96.871 90.321 1.20 00 0 0
255 000 000 255 -9.841 99.269 90.321 1.20 00 0 0
255 000 000 255 -28.51 38.859 90.321 1.20 00 0 0
%LODnetopa0
255 000 000 255 0.6 1.4 27.2 1.20 00 0 0
255 000 000 255 110.0 1.4 2.6 1.20 00 0 0
255 000 000 255 -24.0 1.4 2.6 1.20 00 0 0
%LOD_hotel02
255 000 000 255 -5.521 31.839 33.2181 1.20 00 0 0
255 000 000 255 25.079 32.039 33.2181 1.20 00 0 0
255 000 000 255 26.279 -56.361 33.2181 1.20 00 0 0
255 000 000 255 -4.521 -56.561 33.2181 1.20 00 0 0
%LODotel01
255 000 000 255 -16.767 39.473 46.3745 1.20 00 0 0
255 000 000 255 8.233 39.073 46.3745 1.20 00 0 0
255 000 000 255 3.433 -6.727 46.3745 1.20 00 0 0
255 000 000 255 27.433 -6.727 46.3745 1.20 00 0 0
255 000 000 255 24.233 -40.727 46.3745 1.20 00 0 0
255 000 000 255 -4.967 -40.727 46.3745 1.20 00 0 0
255 000 000 255 -2.366 -12.127 46.3745 1.20 00 0 0
%LOD_hotel03
255 000 000 255 -13.492 30.889 53.182 1.20 00 0 0
255 000 000 255 -24.745 -22.513 53.182 1.20 00 0 0
255 000 000 255 10.216 -30.139 53.182 1.20 00 0 0
255 000 000 255 21.38 23.331 53.182 1.20 00 0 0
255 000 000 255 9.591 44.655 53.182 1.20 00 0 0
255 000 000 255 -9.369 -44.591 53.182 1.20 00 0 0
%LODotel02
255 000 000 255 2.316, -40.997, 40.6943 1.20 00 0 0
255 000 000 255 -6.305, -16.968, 40.6943 1.20 00 0 0
255 000 000 255 17.481, -8.41, 40.6943 1.20 00 0 0
255 000 000 255 26.043, -32.34, 40.6943 1.20 00 0 0
%LODavehotel
255 000 000 255 1.087 42.142 44.4751 1.20 00 0 0
255 000 000 255 6.84 46.68 44.4751 1.20 00 0 0
255 000 000 255 17.235 38.469 44.4751 1.20 00 0 0
255 000 000 255 17.222 -23.352 44.4751 1.20 00 0 0
255 000 000 255 6.83 -31.675 44.4751 1.20 00 0 0
255 000 000 255 1.031 -23.398 44.4751 1.20 00 0 0
# ~~~~~~~~~~~~~~~~~~~~ Project 2DFX Extended end ~~~~~~~~~~~~~~~~~~~~
